age,education,day,month,y
45,unknown,5,may,no
29,tertiary,15,jul,yes
54,secondary,8,jul,no
45,tertiary,18,jul,no
49,primary,29,may,no
55,tertiary,15,may,no
39,secondary,29,jul,no
31,tertiary,7,oct,no
33,tertiary,8,jul,no
32,tertiary,29,aug,no
87,primary,21,oct,yes
34,secondary,9,jun,no
40,unknown,29,may,no
35,tertiary,3,jun,no
33,secondary,4,feb,no
28,secondary,4,jun,no
47,secondary,14,may,no
32,secondary,13,may,no
45,tertiary,21,nov,no
58,primary,14,apr,no
48,secondary,26,may,no
48,secondary,18,nov,no
59,primary,26,may,no
36,secondary,6,jun,no
35,unknown,31,jul,no
25,tertiary,7,sep,no
24,secondary,7,may,yes
36,tertiary,2,jun,yes
40,tertiary,19,jun,yes
38,secondary,9,jun,no
51,secondary,16,apr,no
43,secondary,26,may,no
30,secondary,29,jan,no
46,secondary,17,apr,no
35,primary,17,jul,yes
29,tertiary,27,may,yes
52,tertiary,22,aug,no
31,primary,20,may,no
40,secondary,14,may,no
55,secondary,12,aug,no
51,primary,10,jul,no
49,secondary,2,feb,no
41,primary,7,may,no
40,secondary,17,apr,no
58,tertiary,5,aug,yes
33,secondary,13,may,no
61,tertiary,2,mar,yes
34,tertiary,4,feb,no
47,tertiary,26,mar,yes
36,secondary,22,aug,no
48,tertiary,6,jun,no
43,secondary,12,may,no
47,secondary,18,may,no
52,secondary,8,jul,no
29,secondary,14,may,yes
36,secondary,30,jul,no
65,primary,16,oct,no
36,primary,13,may,no
49,tertiary,17,jul,no
43,tertiary,18,oct,yes
47,tertiary,19,aug,yes
72,primary,22,dec,yes
47,secondary,19,nov,no
37,tertiary,15,jun,yes
39,primary,17,apr,no
26,tertiary,3,feb,no
32,tertiary,14,jul,no
41,secondary,12,may,no
53,primary,7,jul,no
53,unknown,29,jul,no
46,secondary,17,apr,no
34,tertiary,1,sep,no
28,secondary,19,may,no
26,secondary,27,may,no
37,tertiary,18,aug,no
41,secondary,31,jul,no
57,secondary,21,nov,no
44,unknown,19,jun,no
57,primary,15,may,no
34,tertiary,22,jul,no
39,secondary,21,nov,no
34,secondary,2,feb,no
39,primary,16,jul,no
60,secondary,6,jun,no
41,secondary,13,may,no
52,secondary,27,may,no
57,tertiary,2,nov,no
47,secondary,8,may,no
83,primary,30,jul,no
36,secondary,18,jul,no
38,secondary,7,may,no
46,primary,6,aug,no
56,primary,11,jun,no
33,secondary,18,may,no
38,secondary,12,may,no
47,tertiary,6,may,no
43,secondary,26,may,no
29,secondary,18,may,no
41,primary,6,feb,no
55,secondary,7,oct,no
30,tertiary,21,aug,no
40,secondary,16,apr,no
49,secondary,12,may,no
26,secondary,5,jun,no
57,tertiary,12,may,no
46,primary,8,aug,no
44,secondary,19,jun,no
45,unknown,30,jan,no
48,secondary,2,feb,no
33,secondary,13,aug,no
60,primary,16,jul,no
31,secondary,15,may,no
57,secondary,5,aug,no
35,secondary,7,jul,no
39,secondary,12,may,no
42,tertiary,21,nov,no
32,tertiary,30,may,no
42,secondary,31,jul,no
45,secondary,16,jul,no
32,primary,23,jul,no
36,secondary,19,feb,no
33,secondary,21,may,no
50,tertiary,3,jun,no
46,secondary,17,nov,no
35,primary,7,apr,no
47,secondary,28,may,no
26,primary,29,jan,no
34,primary,2,feb,no
39,secondary,16,apr,no
39,secondary,16,apr,no
50,secondary,5,feb,no
32,secondary,21,may,no
33,secondary,25,aug,no
57,secondary,9,jun,no
42,secondary,29,aug,no
57,secondary,21,jul,no
31,tertiary,28,aug,no
35,tertiary,19,nov,no
35,tertiary,2,jun,no
33,secondary,17,apr,no
32,tertiary,18,jun,yes
35,tertiary,12,jun,yes
48,tertiary,28,jul,no
32,tertiary,30,apr,no
40,secondary,17,nov,no
44,secondary,8,may,no
42,secondary,6,may,no
47,secondary,22,aug,no
28,secondary,8,jul,no
57,secondary,16,dec,yes
51,secondary,3,feb,no
30,secondary,13,may,no
49,tertiary,25,aug,no
31,secondary,18,may,no
35,primary,20,may,no
59,tertiary,5,jun,no
29,secondary,9,feb,no
32,tertiary,23,may,no
41,secondary,11,may,no
28,secondary,9,feb,yes
42,primary,17,apr,no
34,tertiary,9,apr,no
30,secondary,4,feb,no
57,unknown,12,jun,no
29,secondary,11,may,no
36,secondary,13,aug,no
23,unknown,9,may,no
40,tertiary,18,aug,no
59,secondary,17,nov,no
55,tertiary,17,nov,no
52,unknown,26,may,no
29,tertiary,7,dec,no
69,tertiary,22,apr,yes
57,tertiary,20,aug,no
42,primary,25,jul,no
26,unknown,21,jul,no
59,secondary,5,feb,no
43,secondary,15,may,no
43,secondary,13,aug,no
31,secondary,16,may,no
57,primary,3,jun,no
29,secondary,21,jul,no
52,primary,20,nov,no
30,tertiary,4,feb,no
47,tertiary,29,jan,no
33,tertiary,28,aug,no
37,unknown,23,may,no
22,secondary,25,feb,yes
43,primary,19,nov,no
36,primary,27,may,no
60,primary,29,jan,yes
38,secondary,16,jul,no
41,tertiary,7,may,no
32,primary,29,jan,no
59,secondary,4,feb,no
37,secondary,29,aug,no
59,primary,19,jun,no
34,primary,14,may,yes
42,secondary,15,jul,no
49,tertiary,25,nov,no
38,tertiary,21,jul,no
52,secondary,8,aug,no
32,secondary,26,may,no
39,tertiary,20,aug,no
50,tertiary,17,nov,no
35,secondary,19,jun,no
41,tertiary,23,jul,yes
43,secondary,14,aug,no
35,secondary,13,aug,yes
37,primary,2,nov,no
44,primary,11,may,no
44,secondary,11,may,no
51,unknown,13,may,no
36,secondary,18,nov,no
42,tertiary,4,may,no
50,tertiary,25,aug,yes
52,secondary,17,nov,no
27,secondary,13,may,no
30,secondary,12,may,no
46,secondary,4,feb,no
51,secondary,7,apr,yes
29,tertiary,14,jul,no
51,primary,13,may,no
30,tertiary,30,jan,no
50,tertiary,5,dec,no
43,secondary,13,may,no
41,tertiary,15,may,no
37,secondary,3,feb,no
34,secondary,12,may,no
35,secondary,5,jun,no
49,primary,21,nov,no
43,primary,17,apr,no
34,secondary,29,aug,no
53,secondary,4,aug,no
60,primary,6,may,no
31,secondary,5,may,no
31,secondary,30,may,no
29,secondary,14,apr,yes
34,tertiary,29,dec,no
29,secondary,20,apr,no
56,secondary,23,jul,no
45,secondary,17,nov,no
60,primary,30,apr,no
31,tertiary,9,jun,no
49,secondary,8,aug,yes
67,primary,6,nov,yes
49,secondary,4,aug,no
45,tertiary,17,nov,no
81,primary,15,oct,no
32,secondary,29,may,no
31,primary,9,jul,no
41,primary,23,jul,no
37,primary,6,may,no
51,secondary,5,aug,no
45,secondary,19,nov,no
45,secondary,7,may,yes
50,primary,20,apr,no
35,secondary,26,may,no
38,tertiary,6,sep,no
33,tertiary,19,aug,no
56,primary,7,jul,no
44,secondary,5,may,no
35,secondary,21,jul,no
54,unknown,19,oct,no
27,secondary,8,jul,no
34,tertiary,15,dec,yes
34,secondary,18,nov,no
37,secondary,28,may,no
62,tertiary,14,apr,yes
30,secondary,20,apr,no
44,secondary,29,may,no
39,secondary,12,aug,yes
51,tertiary,10,feb,yes
70,secondary,27,jan,no
38,tertiary,6,feb,no
30,secondary,2,jun,no
35,secondary,13,may,no
32,primary,13,may,no
32,secondary,18,may,no
32,primary,14,apr,no
28,secondary,28,may,no
54,secondary,31,jul,no
45,tertiary,18,nov,no
56,secondary,7,aug,no
35,secondary,13,may,no
53,tertiary,18,nov,no
42,primary,28,jul,no
39,secondary,13,may,no
29,unknown,22,jul,no
36,secondary,17,jul,no
52,tertiary,29,may,no
52,secondary,2,jun,no
43,tertiary,20,oct,no
48,secondary,3,feb,no
36,secondary,22,aug,no
34,primary,17,apr,no
50,primary,12,may,no
46,secondary,21,may,no
41,tertiary,8,may,no
58,primary,17,jun,no
33,unknown,11,jul,yes
31,primary,30,jan,yes
51,primary,17,nov,no
47,secondary,17,dec,no
56,secondary,9,jul,no
34,secondary,13,may,no
41,secondary,24,jul,no
36,tertiary,6,may,no
40,tertiary,31,jul,no
38,tertiary,5,feb,no
29,tertiary,3,feb,yes
32,secondary,4,feb,no
49,tertiary,17,jun,no
30,tertiary,9,apr,no
50,secondary,24,jun,no
39,tertiary,20,oct,no
51,tertiary,16,apr,no
34,tertiary,28,aug,no
38,tertiary,20,apr,no
43,secondary,15,may,no
38,primary,17,jun,no
47,primary,22,aug,no
28,secondary,4,may,no
44,secondary,15,may,no
41,tertiary,18,nov,no
59,secondary,18,nov,no
30,tertiary,16,apr,yes
40,tertiary,6,may,no
37,secondary,13,may,no
33,secondary,20,may,no
44,secondary,8,may,no
48,secondary,15,may,no
42,primary,15,may,no
28,tertiary,16,may,no
28,secondary,30,jun,no
55,primary,22,aug,no
26,secondary,28,jul,no
32,tertiary,28,jan,no
27,tertiary,21,oct,yes
56,tertiary,10,jul,no
43,secondary,25,sep,no
46,secondary,27,aug,no
52,secondary,30,jul,no
35,tertiary,21,nov,no
46,tertiary,17,sep,yes
43,tertiary,8,may,no
25,tertiary,19,oct,no
26,secondary,30,jan,no
38,secondary,17,apr,no
45,secondary,20,jun,no
58,tertiary,28,aug,no
59,primary,5,jun,no
32,secondary,6,may,no
57,primary,20,jun,no
46,secondary,15,may,no
52,tertiary,17,nov,no
37,secondary,20,nov,no
30,secondary,21,may,no
36,secondary,27,aug,no
28,secondary,12,may,no
39,primary,20,may,no
48,tertiary,20,nov,no
40,tertiary,22,jul,no
48,secondary,5,aug,no
47,tertiary,27,aug,no
48,primary,12,may,no
41,secondary,12,may,no
32,unknown,9,jul,yes
30,secondary,25,jul,no
52,primary,22,aug,no
59,secondary,13,may,no
49,secondary,9,feb,no
26,secondary,27,may,no
31,unknown,8,may,no
44,tertiary,15,may,yes
26,secondary,24,jul,no
33,secondary,30,jan,no
30,secondary,19,nov,no
57,primary,11,aug,yes
26,tertiary,19,oct,no
86,primary,1,apr,yes
32,secondary,18,may,no
72,unknown,5,mar,no
58,secondary,30,jul,no
32,tertiary,14,aug,no
53,secondary,27,aug,no
48,secondary,7,aug,no
33,secondary,18,nov,no
54,secondary,29,aug,no
26,tertiary,11,may,no
68,tertiary,3,aug,yes
49,secondary,17,apr,no
26,tertiary,29,may,no
33,tertiary,20,aug,no
34,tertiary,26,may,no
23,secondary,16,may,no
40,secondary,13,may,no
54,secondary,15,may,no
50,unknown,29,may,no
79,secondary,9,dec,yes
33,unknown,15,apr,no
36,secondary,14,may,yes
38,tertiary,30,jan,no
50,secondary,13,aug,no
32,tertiary,20,aug,no
42,tertiary,22,jul,no
35,secondary,17,jun,no
35,secondary,6,feb,no
55,secondary,20,aug,no
57,primary,5,jun,no
46,secondary,21,aug,no
32,tertiary,20,may,no
39,secondary,14,may,yes
41,secondary,4,may,no
38,primary,12,may,no
39,secondary,6,sep,no
30,secondary,20,nov,no
35,secondary,14,aug,no
36,secondary,14,may,no
27,secondary,4,jun,no
34,secondary,9,apr,no
30,tertiary,28,jul,no
49,tertiary,4,aug,no
56,tertiary,13,may,no
37,primary,25,may,no
28,tertiary,23,jul,no
43,tertiary,21,nov,no
35,secondary,20,may,no
32,tertiary,15,may,no
52,secondary,28,jul,no
53,secondary,20,nov,no
37,secondary,29,jan,no
41,tertiary,5,jun,no
35,tertiary,27,jul,no
59,tertiary,9,jul,no
29,secondary,30,jan,no
43,secondary,2,jun,no
45,tertiary,13,aug,no
32,tertiary,13,aug,no
35,tertiary,9,jul,no
31,tertiary,18,nov,no
28,unknown,27,oct,yes
35,secondary,30,jul,no
56,secondary,15,may,no
27,tertiary,3,jun,no
36,secondary,15,jul,no
34,tertiary,8,may,no
59,tertiary,18,nov,no
50,unknown,21,aug,no
39,secondary,6,may,no
54,primary,22,jul,no
45,primary,2,feb,no
42,primary,14,may,no
55,secondary,3,apr,yes
48,secondary,21,aug,no
31,unknown,22,oct,yes
28,secondary,29,jan,no
28,tertiary,26,jul,no
35,secondary,20,apr,no
31,tertiary,30,apr,no
47,secondary,9,jul,no
33,secondary,7,may,no
42,secondary,7,jul,no
36,secondary,28,may,no
28,secondary,14,may,no
43,secondary,21,may,no
37,secondary,13,may,no
36,tertiary,23,may,no
38,secondary,8,aug,no
60,secondary,27,may,no
37,secondary,23,may,no
76,secondary,23,oct,yes
45,secondary,4,may,no
25,secondary,4,may,no
30,tertiary,19,nov,no
39,secondary,16,apr,no
31,primary,8,may,no
31,secondary,14,jul,no
37,tertiary,25,jan,no
30,secondary,18,nov,no
37,secondary,29,may,no
53,secondary,25,aug,no
31,secondary,15,jul,no
35,secondary,4,jun,no
28,secondary,28,jan,no
58,primary,5,jun,no
55,secondary,29,jan,no
30,secondary,7,oct,no
51,primary,20,may,no
46,primary,7,jul,no
54,tertiary,18,nov,no
43,secondary,30,may,no
35,secondary,12,may,no
23,tertiary,5,mar,no
37,secondary,12,aug,yes
37,tertiary,3,jun,no
27,secondary,15,jul,no
20,secondary,16,apr,no
50,secondary,31,jul,no
37,secondary,29,aug,no
33,secondary,30,jan,no
46,secondary,7,may,no
51,secondary,3,jun,no
49,primary,11,may,no
31,primary,7,apr,no
36,tertiary,30,apr,no
25,tertiary,12,mar,no
27,secondary,11,jul,no
53,primary,5,may,no
53,primary,20,apr,no
44,secondary,14,may,no
43,secondary,17,jul,no
35,tertiary,19,nov,no
66,secondary,19,oct,no
53,secondary,30,apr,no
29,secondary,2,jun,yes
38,secondary,8,may,no
40,tertiary,24,jul,no
31,tertiary,19,nov,no
42,tertiary,2,apr,no
32,primary,20,nov,no
32,unknown,8,oct,yes
51,primary,29,jul,no
32,secondary,6,may,no
47,unknown,6,jun,no
44,secondary,17,apr,no
43,secondary,16,jul,no
60,primary,14,aug,no
43,secondary,28,oct,yes
47,secondary,18,jul,no
33,secondary,16,jun,no
30,tertiary,14,may,no
53,secondary,7,aug,no
33,secondary,21,nov,no
43,secondary,3,jun,no
21,unknown,14,jun,yes
42,primary,7,apr,no
40,tertiary,28,aug,no
33,tertiary,15,may,no
32,tertiary,22,may,yes
47,tertiary,28,jun,yes
37,tertiary,16,oct,no
63,secondary,22,apr,no
35,tertiary,13,aug,no
59,unknown,19,aug,no
44,tertiary,18,nov,no
56,secondary,28,jul,no
40,secondary,16,jul,yes
56,secondary,16,apr,no
45,primary,7,may,no
30,tertiary,25,jul,no
30,tertiary,4,jul,no
44,tertiary,19,nov,no
24,secondary,20,jun,yes
43,secondary,30,may,no
51,secondary,25,aug,no
40,unknown,13,may,yes
38,secondary,8,sep,yes
57,secondary,22,aug,no
28,primary,31,jul,no
33,secondary,3,jun,no
29,secondary,4,feb,no
60,secondary,19,aug,no
65,tertiary,22,apr,yes
35,tertiary,20,apr,no
41,secondary,14,may,no
57,tertiary,19,aug,no
58,tertiary,30,apr,no
41,secondary,3,feb,no
50,secondary,3,jun,no
45,secondary,20,jun,no
43,tertiary,26,aug,no
27,secondary,27,may,no
52,tertiary,14,may,no
41,secondary,20,aug,no
39,secondary,6,may,no
53,secondary,17,nov,no
28,tertiary,28,jan,no
27,tertiary,9,may,no
32,tertiary,17,jul,no
32,secondary,24,jul,no
30,tertiary,8,aug,no
47,secondary,6,aug,no
38,secondary,2,feb,no
33,primary,23,may,no
35,secondary,4,may,no
50,secondary,8,may,no
27,secondary,3,dec,no
28,secondary,30,apr,no
54,secondary,4,jul,no
27,secondary,12,may,no
57,tertiary,26,aug,no
41,secondary,9,jul,no
27,secondary,13,apr,no
57,secondary,7,jul,no
50,tertiary,5,may,no
85,primary,15,jan,yes
41,tertiary,26,aug,no
52,secondary,28,jan,yes
36,tertiary,28,jan,no
60,secondary,3,feb,no
30,secondary,14,aug,no
31,secondary,7,may,no
30,tertiary,21,may,no
27,primary,30,jan,no
33,primary,17,apr,yes
33,secondary,16,apr,no
37,tertiary,13,apr,no
32,tertiary,3,feb,yes
32,secondary,28,jan,no
40,secondary,7,may,no
31,tertiary,4,may,no
32,tertiary,18,nov,no
31,tertiary,28,aug,no
47,secondary,18,jul,no
44,secondary,9,jul,no
51,secondary,30,jul,no
57,tertiary,7,may,no
30,secondary,3,jun,no
39,secondary,15,jun,no
30,secondary,13,may,no
43,secondary,14,may,no
45,secondary,2,jul,no
43,secondary,8,jul,no
35,primary,5,jun,no
35,tertiary,22,jul,yes
25,secondary,4,may,no
51,secondary,21,jul,no
30,secondary,28,may,no
58,primary,18,jun,no
39,secondary,21,aug,no
35,secondary,17,nov,no
51,tertiary,14,aug,no
46,secondary,15,jul,yes
54,secondary,17,nov,no
55,secondary,15,may,no
60,secondary,14,may,no
30,secondary,3,feb,no
44,tertiary,21,nov,no
27,tertiary,25,jul,no
29,secondary,8,may,no
56,tertiary,17,nov,no
44,primary,15,may,yes
45,secondary,9,feb,no
43,secondary,20,apr,no
79,primary,17,apr,no
47,tertiary,4,feb,no
25,secondary,30,apr,no
46,tertiary,11,aug,no
32,secondary,20,aug,no
29,secondary,15,may,no
28,tertiary,15,may,no
28,secondary,3,jun,no
39,secondary,30,may,no
39,secondary,20,apr,no
33,tertiary,13,aug,no
36,tertiary,5,may,no
75,secondary,12,aug,yes
30,secondary,20,nov,no
32,tertiary,15,jul,no
29,secondary,27,may,no
54,tertiary,16,jun,no
25,secondary,23,jun,no
50,secondary,5,nov,yes
59,primary,5,jun,no
55,unknown,16,apr,no
47,tertiary,18,aug,no
44,secondary,7,apr,no
48,secondary,8,aug,no
53,secondary,19,nov,no
42,tertiary,18,aug,no
45,tertiary,7,may,no
26,secondary,8,may,no
26,tertiary,4,mar,yes
45,secondary,8,may,no
60,secondary,30,jul,no
35,tertiary,7,jul,no
36,secondary,19,jun,no
43,secondary,7,may,no
37,secondary,20,may,no
28,tertiary,25,jul,no
34,secondary,21,may,no
48,tertiary,19,aug,no
58,secondary,18,aug,no
30,secondary,7,may,no
34,tertiary,21,nov,no
51,secondary,30,jul,no
34,secondary,22,aug,no
32,tertiary,23,may,no
42,tertiary,1,jun,no
38,tertiary,18,nov,no
26,tertiary,14,may,yes
32,secondary,7,may,no
36,tertiary,17,jun,no
39,unknown,18,may,no
34,tertiary,30,apr,no
53,tertiary,6,jun,no
45,tertiary,19,jun,no
36,primary,11,jul,no
40,tertiary,21,aug,no
56,secondary,29,may,no
58,secondary,2,feb,no
18,unknown,10,aug,yes
42,secondary,30,may,no
46,primary,26,may,no
26,secondary,29,jan,no
35,tertiary,5,jun,yes
31,tertiary,18,jul,no
30,tertiary,3,jul,yes
30,secondary,19,nov,no
56,primary,21,jul,no
52,secondary,21,nov,no
56,primary,14,may,no
40,primary,21,jul,yes
31,secondary,29,may,no
35,secondary,7,may,no
32,primary,23,may,no
32,secondary,9,jul,no
22,secondary,16,nov,no
23,secondary,15,may,no
26,secondary,22,jul,no
28,secondary,6,jun,no
40,tertiary,27,may,no
40,unknown,17,apr,no
57,primary,17,nov,no
34,secondary,14,aug,no
23,secondary,18,may,yes
38,secondary,21,jul,no
44,secondary,28,jul,no
34,secondary,6,may,no
28,secondary,5,may,no
49,primary,18,jul,no
51,tertiary,29,may,no
33,primary,28,may,no
57,secondary,5,feb,no
38,tertiary,31,jul,no
39,tertiary,19,may,no
53,tertiary,19,nov,no
37,tertiary,2,feb,no
59,secondary,12,may,no
31,tertiary,4,feb,no
38,tertiary,15,jul,no
51,secondary,29,jan,no
43,tertiary,25,aug,no
42,tertiary,15,may,no
32,tertiary,5,may,no
59,primary,30,apr,yes
28,secondary,19,oct,no
32,secondary,14,may,no
49,tertiary,28,may,no
32,secondary,14,jul,no
32,secondary,23,jul,no
57,unknown,16,jun,no
60,secondary,19,oct,no
58,tertiary,14,jun,no
27,primary,27,jun,yes
37,secondary,21,aug,no
46,secondary,19,nov,yes
28,secondary,18,may,no
35,secondary,16,apr,no
42,secondary,6,may,no
48,secondary,18,aug,no
48,tertiary,5,aug,no
36,tertiary,11,jun,no
35,tertiary,25,may,no
31,tertiary,26,may,no
29,primary,26,may,no
51,secondary,9,jun,no
45,unknown,30,jul,no
43,tertiary,18,nov,no
37,secondary,6,aug,no
32,tertiary,30,apr,no
51,secondary,17,nov,no
22,secondary,23,jun,no
32,secondary,19,aug,no
37,primary,20,apr,no
38,tertiary,5,jun,no
26,secondary,16,may,no
48,secondary,18,nov,no
59,primary,18,nov,no
42,secondary,18,nov,no
31,secondary,21,nov,yes
30,primary,31,aug,yes
31,secondary,20,nov,no
47,primary,21,jul,no
31,secondary,2,feb,no
33,tertiary,6,feb,no
35,tertiary,12,may,no
28,secondary,9,jun,no
34,primary,21,may,no
47,primary,13,may,no
54,secondary,28,jan,no
45,secondary,4,feb,no
45,secondary,8,may,no
31,secondary,3,jul,no
27,secondary,17,jul,no
33,secondary,10,nov,no
30,secondary,27,may,no
58,primary,12,aug,no
31,secondary,15,may,no
31,tertiary,21,nov,no
37,secondary,5,feb,no
36,secondary,8,may,no
43,secondary,3,feb,no
41,primary,10,jul,no
49,secondary,5,nov,no
32,tertiary,20,apr,no
52,secondary,19,nov,no
34,tertiary,8,aug,no
35,secondary,17,apr,no
25,tertiary,25,jun,no
46,secondary,18,nov,no
89,primary,27,sep,no
32,tertiary,7,oct,no
40,secondary,8,apr,no
36,primary,8,may,no
37,tertiary,7,aug,no
32,secondary,27,may,no
55,secondary,17,jun,no
31,secondary,25,jul,no
29,secondary,14,may,no
50,tertiary,18,jul,no
34,secondary,18,nov,no
51,primary,11,may,no
42,primary,7,jul,yes
26,tertiary,23,jul,no
49,primary,11,jul,no
36,secondary,14,aug,no
46,secondary,12,jun,no
53,primary,3,jun,no
30,tertiary,13,aug,no
32,primary,13,may,no
50,primary,12,may,no
41,secondary,5,jun,yes
58,secondary,14,aug,no
36,secondary,6,may,no
50,tertiary,17,jun,no
48,primary,14,may,yes
37,tertiary,29,aug,no
34,secondary,22,aug,no
36,primary,13,may,no
31,secondary,28,may,no
31,secondary,4,jul,no
38,tertiary,23,may,no
56,tertiary,24,jul,no
25,unknown,26,feb,no
55,secondary,2,jun,no
55,unknown,19,jun,no
52,tertiary,19,aug,yes
32,tertiary,3,feb,no
40,primary,6,may,no
38,secondary,29,jan,no
41,tertiary,3,feb,no
53,secondary,5,jun,no
45,tertiary,17,jul,no
35,secondary,15,may,yes
50,primary,9,sep,yes
39,tertiary,20,jun,no
35,primary,31,jul,no
26,tertiary,10,jul,no
25,tertiary,3,dec,no
37,secondary,21,may,no
33,secondary,28,may,no
56,tertiary,17,nov,no
30,tertiary,4,feb,yes
32,primary,20,nov,no
51,primary,27,may,no
42,primary,5,feb,no
34,primary,2,feb,no
34,secondary,21,jul,no
47,secondary,10,jul,no
34,secondary,13,may,no
45,secondary,7,aug,no
45,tertiary,26,aug,no
42,secondary,21,nov,no
54,tertiary,5,feb,no
59,secondary,20,nov,no
26,secondary,3,apr,yes
41,secondary,20,jun,no
33,secondary,23,may,no
57,primary,18,jun,no
47,secondary,20,nov,no
63,tertiary,16,nov,yes
49,secondary,18,aug,yes
35,primary,15,may,no
46,secondary,7,aug,no
42,secondary,24,jun,no
83,primary,22,jun,yes
32,secondary,19,may,no
33,secondary,12,may,no
54,secondary,12,aug,no
54,tertiary,13,may,yes
34,tertiary,19,nov,no
52,primary,15,jul,no
53,tertiary,15,may,no
48,secondary,28,jul,no
55,secondary,20,nov,no
35,tertiary,5,may,no
30,tertiary,21,nov,no
48,unknown,29,may,no
42,primary,7,may,no
35,secondary,13,may,no
28,tertiary,22,jul,no
37,primary,9,jun,no
44,primary,13,may,no
41,secondary,18,may,no
42,tertiary,5,may,yes
41,primary,5,feb,no
34,tertiary,21,nov,yes
27,secondary,13,may,no
32,secondary,23,may,no
39,secondary,9,jun,no
32,secondary,18,nov,no
45,secondary,6,jun,no
58,secondary,29,jul,yes
47,secondary,18,may,no
41,secondary,17,nov,no
36,tertiary,18,aug,no
26,secondary,30,jul,no
36,secondary,20,may,no
41,secondary,15,may,no
31,tertiary,5,may,no
41,tertiary,16,may,no
32,tertiary,5,may,no
23,secondary,30,apr,no
42,tertiary,20,apr,no
34,tertiary,20,nov,no
35,primary,28,may,no
42,tertiary,7,may,yes
44,tertiary,11,jun,no
43,secondary,5,may,no
30,secondary,23,may,no
48,primary,29,may,no
51,secondary,12,aug,no
50,primary,30,may,no
30,secondary,21,nov,no
41,secondary,27,may,no
34,tertiary,28,aug,no
44,tertiary,11,may,no
60,tertiary,26,may,no
38,secondary,20,jun,no
40,tertiary,26,aug,no
57,secondary,14,jul,no
34,secondary,27,may,no
53,secondary,29,may,no
40,secondary,26,aug,no
34,tertiary,16,jul,no
56,primary,12,jun,no
32,tertiary,19,aug,no
40,secondary,28,aug,no
30,tertiary,5,aug,no
35,secondary,25,aug,no
42,secondary,28,oct,no
40,secondary,20,may,no
34,tertiary,7,aug,no
44,tertiary,18,nov,no
47,secondary,2,feb,no
52,secondary,12,aug,no
38,tertiary,8,aug,no
26,secondary,2,jun,no
36,tertiary,28,jun,no
37,primary,18,may,no
38,tertiary,11,may,no
32,tertiary,7,aug,no
35,primary,18,may,no
46,secondary,11,aug,no
41,secondary,19,nov,no
35,tertiary,28,may,no
47,tertiary,8,aug,no
20,secondary,4,may,no
25,secondary,21,jul,no
44,tertiary,6,may,no
47,secondary,1,apr,no
44,tertiary,9,may,no
37,tertiary,20,may,no
27,tertiary,18,mar,no
38,secondary,26,may,no
38,secondary,7,may,no
30,tertiary,20,nov,no
57,secondary,5,may,no
35,primary,18,may,no
49,primary,17,nov,no
59,primary,28,aug,no
46,tertiary,24,mar,yes
34,primary,26,may,no
32,secondary,21,jul,no
20,secondary,9,apr,yes
30,primary,23,may,no
59,secondary,4,feb,no
53,primary,14,jul,no
34,secondary,17,apr,no
29,tertiary,28,may,no
28,tertiary,5,feb,yes
35,tertiary,8,may,no
40,secondary,28,may,no
35,secondary,5,jun,yes
59,secondary,28,jan,no
53,tertiary,19,nov,no
25,secondary,25,jul,no
34,secondary,26,may,no
37,secondary,28,jan,no
56,primary,6,feb,no
43,unknown,24,jul,no
44,secondary,4,may,no
43,secondary,23,sep,yes
41,secondary,28,aug,no
37,tertiary,11,jul,no
59,tertiary,9,jun,no
54,unknown,4,aug,no
55,primary,29,jan,no
55,tertiary,8,aug,no
45,secondary,17,jun,no
60,unknown,4,feb,no
33,tertiary,10,nov,yes
28,secondary,9,jul,no
40,secondary,19,nov,no
61,secondary,29,sep,yes
37,tertiary,6,jun,no
54,secondary,4,aug,no
48,secondary,2,feb,no
32,secondary,26,may,no
36,tertiary,7,jul,no
35,secondary,23,jul,no
34,secondary,17,nov,no
59,primary,27,aug,no
37,secondary,20,apr,no
49,secondary,12,aug,no
31,tertiary,11,aug,no
35,secondary,17,apr,no
52,unknown,8,jul,no
33,tertiary,22,aug,no
57,secondary,11,aug,yes
47,secondary,14,aug,no
38,secondary,9,may,no
39,primary,19,jun,no
44,tertiary,19,jun,no
59,secondary,15,may,no
23,secondary,26,may,no
55,primary,21,nov,no
33,tertiary,21,aug,no
52,tertiary,9,feb,no
34,secondary,6,may,no
33,secondary,20,may,no
51,tertiary,9,jul,no
49,primary,28,jan,no
41,tertiary,29,aug,no
35,secondary,29,jan,no
35,tertiary,21,nov,no
54,secondary,17,nov,no
24,secondary,11,may,yes
41,tertiary,18,nov,no
34,unknown,25,jul,no
55,secondary,22,jun,no
47,secondary,28,may,no
57,secondary,29,jan,no
38,secondary,3,jul,no
48,secondary,21,oct,yes
32,secondary,14,jul,no
59,secondary,15,may,no
37,secondary,11,may,no
63,secondary,17,feb,yes
34,secondary,14,may,no
43,secondary,3,feb,no
42,secondary,2,jun,no
58,primary,16,jul,no
29,secondary,15,may,yes
54,tertiary,25,aug,no
41,primary,8,may,no
27,secondary,4,feb,no
26,tertiary,30,jul,no
32,secondary,7,may,no
45,tertiary,19,nov,no
39,secondary,23,jul,no
38,secondary,7,may,no
31,primary,30,may,no
28,secondary,7,may,no
27,secondary,3,jul,no
34,tertiary,19,aug,no
51,secondary,17,nov,no
36,secondary,7,aug,no
