hi_int_prncp_pd,out_prncp_inv,loan_amnt,int_rate,term
0,0,10000,7.62,36
0,0,15200,21.97,60
0,0,9600,8.99,36
0,0,30000,19.52,60
0,0,9750,23.1,36
0,0,12000,13.99,36
0,0,15950,18.99,36
0,0,10000,15.61,36
1,9557.39,16000,13.67,60
0,6122.77,7200,8.46,36
0,0,9600,9.99,36
0,0,19000,14.33,60
0,0,14400,14.64,36
0,0,6800,13.53,36
0,19082.15,24000,6.83,36
0,667.66,5000,14.49,36
1,8599.71,10000,11.55,36
1,6385.95,12500,14.46,60
0,0,25000,22.39,60
0,0,12000,10.99,36
0,33543.19,40000,6.07,60
0,1244.49,4550,8.24,36
0,0,11500,12.99,60
1,4687,5000,19.92,36
0,0,16000,8.19,36
0,0,9800,9.99,36
1,21795.91,25000,11.98,60
0,0,11200,14.46,36
0,0,10000,6.97,36
0,0,16000,9.75,36
0,36986.17,40000,7.21,36
0,7253.05,11200,10.42,36
1,9275.34,10000,13.56,60
0,1287.46,10000,11.47,36
0,0,9450,17.27,36
0,18530.55,25000,22.74,60
1,6997.21,20000,12.69,60
0,4372.53,10000,13.49,36
0,10395.38,30350,11.44,36
0,15217.29,16000,8.81,36
1,3520.6,15000,12.99,60
0,0,2000,16.55,36
0,0,18000,11.53,60
1,15383.24,20000,28.69,60
1,3121.42,5000,19.03,36
0,0,6000,9.99,36
0,0,19925,14.08,60
0,24570.25,35000,9.44,60
0,0,4000,11.99,36
1,10673.71,12000,13.58,60
1,9508.42,13000,11.98,36
0,0,5975,15.61,36
0,0,19850,13.65,36
0,0,4000,16.99,36
0,0,10000,16.55,36
1,1380.58,2500,14.08,36
1,8940.19,10000,20,60
1,13127.25,15000,17.47,60
0,28907.87,30000,12.73,60
0,0,30000,15.59,60
0,0,29850,13.33,36
0,0,16000,13.99,60
0,0,6000,9.75,36
0,0,7000,15.31,36
0,0,3000,10.42,36
0,0,10000,6.49,36
0,0,2000,7.21,36
1,2459.19,4000,23.87,36
1,9102.13,15000,14.08,36
0,0,6000,13.59,36
0,16978.94,20000,17.09,60
0,0,25000,9.17,36
0,0,9000,8.18,36
0,0,5000,17.47,36
1,7503.69,18000,14.65,60
0,0,7200,15.61,36
0,27386.21,35000,11.98,36
0,0,15000,11.44,36
0,0,20000,16.29,60
0,702.34,2000,5.32,36
0,0,6000,15.99,36
1,4895.12,6000,15.49,36
1,5320.17,10000,18.99,60
0,0,8000,11.39,36
0,0,7200,15.31,36
0,6707.36,19200,13.49,36
0,0,7000,10.99,36
0,0,8000,10.15,36
0,0,7500,7.99,36
0,18553.62,20000,10.08,36
0,0,9000,5.32,36
0,0,3600,9.93,36
1,7570.68,10000,11.98,36
0,217.55,7000,7.89,36
0,0,20000,11.49,36
0,0,7200,15.59,36
0,0,24000,30.89,60
1,5993.99,11200,18.49,60
0,22788.19,25000,16.46,36
0,8340.86,10000,20,60
1,8528,12000,13.59,36
0,0,6000,9.44,36
0,0,18000,8.9,36
0,0,6000,14.08,36
0,0,15000,14.08,36
0,0,8400,16.55,36
0,0,25000,13.18,60
0,0,15000,9.8,36
1,5724.09,6000,12.98,36
0,3755.78,12000,11.49,36
1,31960.13,35000,6.11,60
0,0,8000,7.89,36
0,0,40000,11.44,36
0,0,7000,7.89,36
0,0,12500,18.54,60
0,1.23,8400,12.99,36
0,19919.51,30000,7.35,36
0,5526.17,8000,7.35,36
0,6239.14,12000,5.32,36
0,27772.53,35000,6.19,36
0,0,24000,12.49,36
0,0,11750,10.49,60
0,0,6000,8.18,36
0,0,16000,5.32,36
0,0,4800,11.99,36
0,15202.8,16000,7.56,36
0,0,14000,14.47,60
0,0,35000,9.16,36
1,16675.5,30000,14.46,60
0,0,14400,13.33,36
1,19837.5,25000,6.19,36
0,0,12000,11.39,36
0,0,15000,11.99,60
1,28907.87,30000,12.73,60
0,0,7000,13.33,36
1,1091.59,1200,15.02,36
1,10934.23,12000,17.47,60
0,0,15000,8.39,36
0,0,4000,12.99,36
0,29607.46,40000,6.07,36
0,0,10000,11.99,36
0,0,8300,5.93,36
1,24867.13,28000,13.06,60
1,15370.45,16000,20.89,60
0,1007.95,10000,13.59,36
0,22453.88,24825,11.06,36
0,0,4000,9.99,36
0,0,10000,9.99,36
0,0,10000,7.97,36
0,0,17600,17.27,60
0,0,8000,7.21,36
0,0,13000,14.49,36
1,9763.85,10000,13.56,60
0,7193.64,15000,15.05,36
0,9285.32,15000,9.93,36
0,6223.06,16000,7.99,36
0,0,8000,12.49,36
0,0,13850,16.49,36
0,0,11800,7.89,36
0,0,20000,9.93,36
0,0,32000,9.44,60
0,0,27500,8.59,36
1,7607.02,24000,9.99,60
0,0,4000,14.49,36
0,0,12000,26.49,60
0,0,10000,12.39,36
0,0,7000,14.47,36
1,679.92,9500,18.99,36
0,0,18500,8.9,36
0,0,21000,13.49,60
1,24638.1,35000,18.45,60
0,0,16000,15.04,60
0,0,10000,13.99,36
0,0,16000,12.62,36
0,29681.79,40000,6.71,36
0,0,21125,12.79,36
0,0,11500,14.64,36
1,13937.53,15000,14.47,60
0,3508.79,6000,7.97,36
0,4499.09,6000,9.43,36
0,0,5000,9.93,36
0,0,6500,12.99,36
0,0,22000,14.31,60
1,15515.81,20000,9.43,36
1,23748.62,40000,12.74,60
0,0,32225,11.49,36
0,0,11800,10.15,60
1,22306.88,24000,11.8,36
0,0,10000,10.99,36
0,0,25000,14.08,36
0,4957.07,9700,10.42,36
0,0,7000,12.99,36
0,0,36000,19.03,60
0,0,5000,6.49,36
0,0,25000,20.75,36
0,0,7500,13.59,36
0,2358.27,5000,7.35,36
0,3860.87,5000,17.47,36
1,8249.67,10000,14.08,60
0,0,10000,6.99,36
0,0,14000,17.86,60
0,0,11600,12.85,36
1,7499.9,10000,9.93,60
0,0,40000,12.74,60
0,0,29850,18.99,36
0,0,26850,9.17,36
1,37695.7,40000,6.11,60
0,0,15000,15.61,36
1,6389.55,16000,18.25,60
1,12497.54,15400,14.08,60
0,5545.33,7200,7.34,36
0,0,20000,9.17,60
0,23115.31,30000,7.46,36
0,0,5000,14.65,36
0,0,4200,17.14,36
0,0,10500,12.39,36
0,0,8000,11.53,36
1,9158.26,11200,19.03,60
0,3396.93,5000,11.99,36
0,0,30000,13.99,36
0,0,15000,15.1,36
0,0,4200,10.99,36
1,8318.39,12000,13.49,60
0,0,12000,6.92,36
0,0,21000,18.99,60
0,0,27300,19.99,36
0,0,3000,9.76,36
1,14524.46,21000,15.99,60
0,16189.97,25000,10.42,36
0,8561.67,12000,6.07,36
0,0,12000,7.26,36
0,10483.98,12000,7.21,36
0,0,8000,10.75,36
0,767.73,6000,10.99,36
0,0,6000,11.99,36
0,0,10000,13.99,36
0,0,10000,11.99,36
0,0,6325,15.22,36
0,27733.52,30000,7.02,36
0,0,8000,7.89,36
0,14944.2,18000,21.85,36
0,11195.45,14400,9.44,60
0,962.36,2400,11.44,36
0,0,1000,9.8,36
0,0,28000,17.14,60
0,0,8000,11.49,36
0,0,16000,17.76,36
1,8739.75,16000,20,36
0,0,14000,13.44,60
0,0,31000,6.89,36
1,3339.61,7000,7.21,36
0,1912.29,2000,16.14,36
0,0,8000,6.49,36
0,0,12000,14.47,36
1,11947.08,15000,17.47,36
0,0,15000,6.39,36
1,33637.15,40000,10.91,60
0,0,24000,15.31,36
0,0,6000,6.49,36
1,29633.71,35000,20,60
0,0,10000,16.29,36
0,0,25000,17.99,60
0,0,24000,6.68,36
0,0,26000,8.18,60
1,517.99,17000,6.49,36
1,15926.1,17000,11.55,60
0,0,20000,22.74,60
0,0,20000,13.35,36
0,0,5125,9.8,36
0,0,20000,13.11,36
1,8602.99,11000,5.31,36
0,10977.36,18000,7.35,36
1,12757.38,18000,13.49,60
0,0,16150,10.49,36
0,171.64,5600,6.97,36
0,5071.18,16000,12.74,36
0,5647.56,12000,7.07,36
0,0,35000,21.45,60
0,0,12000,6.39,36
0,0,30000,9.75,60
0,11362.28,17500,10.91,36
1,28531.84,35000,15.05,60
0,0,18700,20.5,60
0,0,25000,13.33,36
0,0,10000,7.26,36
0,820.1,5000,13.49,36
0,18596.69,25000,7.34,36
0,0,8000,7.34,36
0,0,18550,14.64,36
0,807.99,26000,7.89,36
0,26673.52,30000,26.3,60
0,0,20000,8.18,36
1,25523,32000,14.08,60
0,0,12000,16.55,60
0,15287.84,24000,7.35,36
1,8964.46,14000,16.02,36
0,0,8000,7.07,36
0,613.61,20000,6.97,36
1,5888.88,7000,16.14,36
0,14910.99,18000,10.08,36
0,3527.74,5000,11.99,36
0,5425.94,15000,8.18,60
0,0,20000,18.25,60
0,0,16000,17.99,60
0,0,31500,8.9,36
0,0,25000,18.99,36
0,0,5000,7.89,36
0,0,10000,12.99,36
0,0,15000,10.99,36
0,0,20000,11.53,36
0,0,14400,12.61,36
0,0,30000,7.49,36
0,16311.55,28000,7.35,36
0,0,35000,28.69,60
0,11552.76,15000,7.34,36
0,0,15000,15.99,36
0,0,10000,6.89,36
0,0,5600,14.99,36
0,0,16025,18.99,36
0,19485.73,20000,10.33,60
0,27095.05,30000,10.08,36
1,15299.9,18000,9.43,60
0,0,5000,5.32,36
0,1498.77,3000,7.35,36
0,4352.19,6500,11.55,36
0,0,18000,8.9,36
0,4629.31,10000,12.62,36
0,0,12000,21.99,60
0,0,10000,6.24,36
0,16663.46,20000,12.62,60
0,0,10000,23.99,60
0,657.23,20000,11.99,36
1,17815.11,20000,14.07,60
0,0,8300,7.59,36
0,13749.73,15000,7.84,60
0,27061.9,40000,15.99,60
0,0,25000,6,36
0,0,14000,15.99,60
0,4818.04,6000,10.07,36
1,14098.03,18000,7.35,60
0,0,12000,18.99,60
1,12984.99,14400,18.45,60
0,0,35000,12.12,60
0,0,17000,12.99,60
1,25772.98,28000,21.85,60
0,0,12000,12.05,36
0,0,15000,14.46,60
0,0,28800,12.99,36
0,0,7800,12.49,36
0,0,20475,17.86,60
1,16837.48,20000,15.05,60
1,8522.96,11000,18.45,36
0,7154.46,10000,6.71,36
0,0,24000,13.66,60
0,0,18000,16.59,60
0,0,10000,7.89,36
1,2330.36,10875,18.54,60
0,0,28000,9.8,60
0,11242.2,14000,10.07,36
0,0,13600,5.32,36
0,0,2200,6.07,36
0,0,6000,11.47,36
0,12546.05,24000,13.59,36
0,0,19450,30.79,36
1,13337.81,17500,21.45,60
0,0,28000,12.49,36
0,5697.35,7200,5.31,36
0,0,12750,21.67,60
1,1179.14,2500,15.05,36
0,0,4000,17.97,36
1,8921.75,11200,17.09,60
0,0,20000,15.99,36
0,0,35000,12.29,60
0,18551.11,25000,6.71,36
0,0,6000,12.62,36
0,0,30000,19.99,36
0,0,5000,16.29,36
0,0,30000,17.1,60
0,0,30000,9.67,36
0,0,7700,11.67,36
0,0,12000,13.99,60
1,20154.45,30000,21.45,36
0,2040.36,8400,8.24,36
0,0,22675,14.49,36
0,12904.48,40000,5.32,36
0,0,15000,11.39,36
0,0,15625,10.15,36
0,0,4625,8.24,36
1,14528.91,20000,16.99,60
1,28555.08,35000,15.49,36
0,0,18000,12.99,36
0,0,35000,16.14,60
0,0,3600,16.24,36
1,7994.3,16000,19.48,60
0,0,30000,24.99,60
0,0,9000,9.8,36
0,0,13000,6.72,36
0,0,5000,11.47,36
0,0,10100,11.99,60
0,0,14400,10.99,36
0,0,12600,8.49,36
1,8808.53,10000,11.55,36
0,0,13000,15.31,60
0,0,25450,17.86,60
0,0,12000,17.1,36
0,0,3500,11.22,36
0,0,5000,23.88,36
1,12244.88,12500,18.94,60
1,4380.75,5000,12.73,36
0,0,8000,12.99,36
0,0,10000,17.57,60
0,0,24000,18.06,36
0,19178.62,32000,11.99,36
0,0,12000,6.49,36
0,0,16000,6.99,36
0,0,28000,10.49,60
0,0,28000,12.79,60
0,0,20000,5.32,36
0,0,20000,15.59,36
0,11133.67,12000,6.11,60
0,3563.5,7000,7.21,36
0,0,16000,7.49,36
0,0,10000,10.99,36
1,13759.38,18000,16.02,60
0,0,35000,13.99,60
0,4950.43,5800,10.08,36
1,20559.95,27500,9.44,60
1,7684.9,10000,6.71,36
1,33873.21,40000,12.62,60
0,0,4000,16.99,36
1,17612.91,20000,15.04,60
0,3833.79,5000,6.07,36
1,23462.6,27100,25.82,60
0,0,25000,15.41,60
1,8830.92,12000,16.02,60
0,0,11000,12.99,36
0,1810.03,11700,8.59,36
0,9589.8,11000,6.11,36
0,0,9600,5.32,36
0,0,3000,10.75,36
0,0,9000,12.29,36
0,0,14750,10.99,36
0,0,9600,11.49,36
0,0,30000,17.09,60
1,25527.63,30000,20.89,36
0,0,4500,24.99,36
1,16909.44,26125,18.99,60
0,0,8000,14.31,36
0,0,10800,13.67,36
0,3103.69,5000,10.42,36
0,0,15000,14.85,60
0,0,30000,12.99,36
1,12595.66,15000,18.06,60
0,2075.75,16000,10.99,36
0,0,21600,14.99,60
0,1153.43,12000,10.75,36
0,0,35000,9.99,36
0,5165.16,10000,15.05,36
1,8685.82,15000,21.45,36
0,0,28000,6.03,36
0,0,24925,19.47,60
0,0,6000,12.39,36
0,245.9,4000,7.39,36
0,18506.5,20000,7.84,36
0,0,1400,13.49,36
0,13195.56,17500,10.9,36
1,12156.31,16000,11.99,60
0,12010,13000,6.46,36
0,0,12000,8.9,36
1,8377.85,10000,14.47,36
1,22328.27,32400,12.74,60
0,275.18,2000,16.99,36
0,0,10000,10.49,36
0,0,9000,16.02,36
0,0,30000,6.49,36
0,0,35000,19.99,60
0,0,10000,10.99,36
1,15185.87,18500,6.67,36
0,0,15000,20,36
0,0,10000,6.99,36
0,0,5000,14.46,36
0,0,28000,6.99,36
0,0,12000,10.75,36
0,6883.37,25400,8.18,60
0,0,7475,16.29,36
0,316.46,2000,10.49,36
0,0,5500,14.65,36
0,0,25000,15.1,36
1,2285.96,5600,13.49,36
0,12738.68,19000,11.99,36
0,5010.23,8000,11.99,36
0,0,6000,7.12,36
0,0,10000,11.47,36
0,0,28000,5.32,36
1,27714.89,30000,11.55,60
1,9178.7,12000,9.93,60
0,0,20000,8.9,36
0,0,14400,7.62,36
1,12886.45,14000,21.85,60
0,0,15000,13.33,60
0,6866.56,10000,6.08,36
1,18435.68,20000,10.47,60
1,9998.74,12000,26.3,60
0,0,12000,24.99,60
0,0,35000,13.66,60
0,1869.36,10000,9.49,36
0,19499.48,28500,5.32,36
0,0,13425,16.55,36
0,3150.38,3500,7.84,36
0,0,10000,13.98,60
0,0,21600,7.99,36
0,976.52,10000,11.99,36
1,21571.35,25000,15.04,36
0,0,7000,10.42,36
0,0,16000,15.05,60
0,0,14400,14.99,60
0,0,18000,11.44,60
1,26435.89,35000,20,60
1,9047.63,10800,30.65,60
0,0,8400,9.49,36
0,0,24000,16.59,60
0,0,5500,8.19,36
0,14042.23,20000,10.9,36
0,0,29700,10.99,60
0,3370.19,4800,10.91,36
0,0,6850,14.31,36
0,0,8000,15.61,36
1,4453.99,16800,5.32,36
0,4965.56,9600,11.99,36
0,3211.26,10600,7.26,60
0,14551.94,16000,10.72,36
0,0,9075,15.31,36
0,0,6000,8.19,36
1,9096.85,10000,15.02,36
0,0,25000,24.85,36
0,5176.85,6000,15.02,36
1,7499.21,8000,19.92,36
0,5081.25,6000,6.67,36
1,6190.08,8000,18.06,36
1,9187.78,10000,22.35,36
0,0,10000,12.99,36
0,698.98,1200,7.35,36
0,0,28000,9.99,60
0,0,7950,14.46,36
0,0,7800,14.08,36
1,12374.76,13500,7.84,60
0,0,12000,10.15,36
0,6385.6,8500,9.92,36
0,0,7000,12.99,36
0,0,12000,8.24,36
0,2137.48,28600,22.45,36
0,0,16200,16.99,60
0,0,8400,5.32,36
0,0,26000,9.75,36
1,9905.31,14400,17.99,60
0,0,10000,6.68,36
0,7216.24,18000,11.39,36
0,0,12000,16.02,36
1,2038.38,3200,7.35,36
0,0,9000,8.18,36
0,0,40000,12.62,60
0,6358.02,24000,17.09,36
0,0,15000,13.33,36
0,1812.59,6000,7.99,36
0,0,28000,13.49,60
0,0,7000,15.31,36
0,2579.25,6000,11.44,36
0,0,11000,7.49,36
0,0,8000,17.99,36
0,0,3500,24.08,60
0,0,14675,18.92,60
0,0,25000,16.99,36
0,0,5000,12.62,36
0,0,23000,12.69,60
1,13968.38,30000,16.55,60
0,0,11200,24.99,60
0,0,2200,17.99,36
0,0,28000,10.99,60
1,6032.59,7000,14.47,36
1,12192.1,23900,18.25,60
0,0,23000,15.59,60
0,0,6000,8.24,36
0,0,8000,12.05,36
0,9222.75,11200,7.84,36
0,0,16000,5.32,36
1,1279.1,35000,19.99,36
1,5227.55,10000,13.59,36
0,0,10000,9.17,36
0,0,25000,13.99,60
1,3722.6,4000,12.98,36
0,0,6400,11.53,36
0,0,14000,6.03,36
0,0,20000,8.59,36
0,4168.03,7000,10.91,36
0,0,8000,12.79,36
0,7896.09,15000,7.07,36
0,1697.08,6000,11.44,36
0,4733.17,6500,10.9,36
0,0,30000,13.65,36
0,0,3000,14.65,36
0,0,35000,9.17,36
0,9497.8,10000,7.02,36
0,21696.73,25000,15.04,60
0,0,19000,5.32,36
0,8070.91,12000,9.93,36
1,23883.44,25000,16.14,60
1,4446.79,8000,15.05,36
0,0,35000,22.45,60
0,0,14000,10.75,36
0,0,40000,15.05,60
0,0,24250,16.2,60
0,0,4400,9.17,36
1,16234.61,22600,24.99,60
1,10470.78,14000,17.47,36
0,3867.41,25000,8.59,36
0,5361.43,6500,8.46,36
0,0,28000,6.92,36
0,0,20900,15.61,60
0,0,28000,9.8,36
0,0,32400,12.69,36
0,24470.34,32000,5.31,36
0,11181.2,34000,7.24,36
0,9491.74,25000,5.32,36
1,27610.29,30000,26.77,60
0,0,20000,6.49,36
0,0,10000,12.05,36
0,0,9600,10.15,36
0,5573.66,10000,7.97,36
0,0,5000,11.53,36
1,6600.58,10000,14.08,36
0,3089.83,24000,11.47,36
0,0,23975,13.99,60
0,0,26800,20,60
0,7643.23,8000,15.02,36
0,0,11150,14.99,36
0,5708.82,16000,6.99,36
0,0,10000,10.49,36
0,0,10000,17.86,60
0,0,18000,6.68,36
1,22802.46,25000,16.91,36
0,0,35000,9.99,36
1,32525.83,35000,20.89,60
1,8953.79,9600,15.02,36
0,38043.26,40000,8.81,36
0,0,10000,9.49,36
0,0,8000,8.39,36
0,0,8000,11.53,36
0,0,15900,12.69,36
1,27550.32,30000,25.81,60
0,11700.49,15000,11.05,36
0,0,3000,10.75,36
0,1476.92,24000,7.39,36
0,156.85,5000,6.49,36
0,0,12600,26.49,60
0,0,20000,9.17,60
0,0,8500,13.99,36
0,0,6500,6.49,36
0,0,10000,8.39,36
0,0,12000,14.47,36
0,0,10000,12.74,60
0,0,17600,11.49,36
0,0,15000,17.57,60
0,7498.54,10000,9.43,36
0,0,8000,29.99,36
0,698.37,7200,11.47,36
0,0,35000,11.99,60
0,0,6650,14.49,36
0,4444.43,7200,9.44,36
0,0,25000,8.19,36
1,4609.22,6000,16.01,36
0,0,19100,22.15,60
1,9171.97,15000,12.79,60
1,14998.45,16000,19.92,36
0,0,15000,10.99,36
0,0,13600,16.99,60
1,7075.22,10000,12.62,36
1,13997.38,24000,15.05,36
0,0,10000,11.44,36
0,0,12000,10.75,36
0,19003.51,20000,7.56,36
0,0,20000,10.78,36
0,0,10000,16.02,60
0,0,6950,22.15,36
1,17510.8,18000,8.19,60
0,78.62,2400,11.99,36
0,11339.49,24000,11.99,60
0,0,28000,9.99,60
0,0,3475,24.11,36
0,0,1000,11.99,36
0,0,6000,7.26,36
0,0,11000,12.29,36
0,0,5000,12.29,36
0,0,20000,7.49,36
0,0,10000,10.91,36
0,0,4800,7.12,36
0,0,4900,14.49,36
0,0,6600,8.39,36
0,13136.46,15000,8.46,36
0,0,16800,10.99,60
0,6077.83,10000,9.93,36
1,1129.33,2400,7.07,36
0,0,12000,13.35,36
0,0,37200,14.99,60
0,0,12000,13.59,36
1,8686.21,10000,10.9,60
0,6262.79,10000,11.99,36
0,0,20000,6.89,36
0,0,24000,12.29,60
0,0,8500,6.97,36
0,3458.54,4200,14.47,36
0,0,9600,15.31,36
0,3322.11,6400,12.62,36
1,35939.39,40000,6.67,36
0,8984.82,10000,6.67,36
0,0,7000,14.99,36
0,0,19000,15.1,60
0,31652.21,40000,5.31,36
1,14614.87,16000,17.97,36
0,0,16000,12.62,60
0,8479.38,10000,7.21,36
1,14596.5,35000,15.99,36
0,0,12100,11.49,36
0,27697.44,35000,12.62,60
0,0,8400,6.49,36
0,0,22500,13.67,60
1,31164.02,36000,9.92,60
0,0,6400,7.49,36
0,11582.59,15000,8.08,36
0,0,16500,16.02,36
0,0,18000,16.29,60
0,0,15000,7.35,36
0,0,4000,13.66,36
0,0,18000,9.99,36
0,0,8000,19.99,36
0,0,25000,12.99,36
0,0,12600,10.99,36
0,0,21000,23.99,36
0,0,25000,11.22,36
1,20566.78,31850,15.99,60
0,0,8000,11.22,36
0,0,14000,12.99,36
0,7183.54,9000,8.08,36
0,0,19000,18.99,36
0,169.3,4800,17.27,36
0,0,12000,6.49,36
0,5847.25,15000,8.24,36
0,0,6000,5.32,36
0,0,7800,16.55,36
0,0,10000,12.62,36
0,0,5600,13.67,36
0,0,18000,17.57,60
0,8283.62,10000,10.07,36
0,0,12000,25.8,60
0,0,10000,12.99,36
0,0,6000,11.98,36
0,0,20000,5.32,36
0,1148.68,2000,12.62,36
0,0,4075,23.88,36
0,0,10000,10.91,36
0,0,15000,16.99,60
0,9540.08,10000,15.02,60
1,12271.53,15000,16.46,36
0,0,24000,16.02,60
0,8366.74,18000,7.89,60
1,2464.08,4200,16.02,36
0,0,10000,9.17,36
0,8568.91,14000,7.97,36
0,12381.74,13000,10.72,36
1,631.35,3000,19.99,36
1,11085.94,12000,17.97,60
0,0,25550,28.18,60
0,0,25000,11.67,60
0,0,8000,6.24,36
0,0,15650,13.33,60
0,0,10000,11.99,36
0,1911.13,12000,10.99,36
0,37442.12,40000,11.06,60
1,4056.99,5000,13.58,36
0,0,18000,23.88,36
0,0,15000,19.52,60
0,0,8000,16.02,36
1,26774.59,28000,16.91,60
0,0,25000,16.99,36
1,11854.56,23000,5.32,36
0,0,21600,24.49,60
0,0,6000,12.49,36
0,0,5000,8.18,36
0,0,20000,15.61,36
0,0,17000,6.39,36
0,0,15000,22.74,60
0,0,20000,12.05,60
0,0,10000,18.55,60
0,6998.96,29000,7.49,36
1,19856.96,25000,9.93,60
0,0,10000,10.42,36
1,3239.81,18000,14.99,60
0,1400.82,11200,9.16,36
0,751.1,2600,13.49,36
0,0,24000,11.67,60
0,0,16000,5.32,36
0,0,6000,9.17,36
1,31771.17,40000,9.93,60
0,0,20000,23.99,60
0,0,12000,5.32,36
0,0,16200,11.99,36
0,0,3500,13.99,36
0,16176.19,20000,20,60
0,7172.21,23500,18.99,36
0,0,11000,12.29,36
0,17806.78,21000,7.21,36
0,15166.55,32000,7.97,36
0,0,5625,18.24,36
0,0,1500,13.98,36
0,10654.77,13000,6.11,36
0,0,10000,19.99,60
0,0,24000,18.99,60
0,2202.26,3975,7.07,36
1,12598.85,15000,15.49,36
0,0,10000,12.29,36
0,11342.19,21050,10.42,36
1,5930.66,16000,19.99,36
0,0,37500,12.74,60
1,9319.32,10000,22.35,60
0,0,35000,14.08,60
0,2840.33,5000,7.97,36
0,0,20000,18.2,60
0,0,16000,7.49,36
1,17357.99,20000,15.05,60
1,33753.22,35000,13.56,60
0,0,28000,14.08,60
0,0,14000,16.02,36
0,0,12000,7.89,36
0,0,5000,20.2,36
0,0,16000,18.99,60
1,3223.29,7000,11.99,36
0,0,10000,9.17,36
0,0,5000,13.59,36
1,6524.99,24350,15.99,60
0,0,16000,10.49,60
0,0,5000,7.49,36
0,0,8625,11.67,36
0,0,31000,7.26,36
1,9063.29,10000,20.39,60
1,15210.13,16000,8.19,36
0,0,4500,11.49,36
0,1287.45,5700,12.79,36
0,0,20000,6.24,36
0,0,12400,8.99,36
1,39040.73,40000,12.98,60
0,692.44,6800,15.31,36
0,0,8000,19.52,36
1,11231.03,14725,12.62,60
1,21998.95,30000,12.61,36
0,0,10000,13.49,36
0,0,15000,7.24,36
0,0,30000,13.44,60
0,0,20000,11.99,36
1,26838.18,36000,15.05,60
0,0,16000,7.89,36
0,0,40000,7.89,60
1,9554.03,10000,15.02,36
0,0,10000,13.44,36
0,4423.16,15000,5.32,36
1,1101.14,18000,6.97,36
0,0,19200,6.99,36
0,0,6000,14.49,36
0,0,35000,23.43,60
0,2817.25,12000,12.99,60
0,21333.79,30000,5.31,36
0,11765.72,25000,7.07,36
0,0,16800,18.55,36
0,0,7000,6.99,36
0,1325.43,5000,5.32,36
0,0,2000,7.99,36
0,1865.52,4000,13.59,36
0,0,15000,14.49,60
0,9554.04,10000,15.02,36
1,10889.86,12000,10.08,60
0,0,32750,20.5,60
0,0,25000,10.99,60
0,0,15000,26.3,60
1,6735.05,10000,18.06,36
1,3265.19,5000,19.03,36
0,0,14000,12.69,36
0,0,23000,6.03,36
0,759.21,8000,9.75,36
0,2520.84,9000,10.49,36
0,13656.38,16000,10.08,36
0,0,31825,20.2,60
0,12494.32,30000,11.49,60
0,0,28000,9.17,60
0,0,28000,12.62,60
0,0,3200,14.08,36
0,0,25000,12.99,36
0,0,16000,6.24,36
0,0,4000,14.49,36
0,0,23400,8.67,36
0,9089.75,10000,14.47,36
0,0,20000,14.64,60
1,15130.22,16000,8.46,60
0,0,35000,18.24,60
0,0,20000,8.18,60
1,11716.84,12000,13.56,60
0,6414.6,8000,9.58,36
0,0,6650,16.55,36
0,15671.87,20000,14.08,60
0,7608.64,8000,8.81,36
0,2244.32,10000,10.49,60
0,0,6000,15.99,36
1,18690.83,25000,9.44,60
1,8840.85,10000,13.56,36
0,0,20000,7.26,36
0,0,19200,18.24,60
0,0,21000,18.84,60
0,8340.98,10000,12.73,36
0,4395.42,5000,10.47,36
1,9876.02,15000,13.59,36
1,15641.72,32000,11.99,36
0,0,25000,5.32,36
0,9693.92,20000,10.42,36
0,9275.19,13000,6.07,36
0,8013.11,10000,19.42,36
0,0,10000,5.32,36
0,0,12000,30.65,60
0,0,18000,12.69,36
0,0,15000,17.14,36
1,24947.21,30000,11.55,36
0,0,24000,13.33,60
0,0,25000,18.84,60
0,0,5600,8.67,36
1,2376.04,4000,18.06,36
0,0,23000,6.24,36
0,3129.71,10000,11.49,36
1,26614.46,30000,7.46,60
0,2447.45,6000,5.32,36
0,4020.96,5000,10.56,36
0,0,17100,6.49,36
1,6574.3,7800,16.91,36
0,0,9500,19.99,36
0,0,4200,9.99,36
0,0,20000,6.24,36
0,0,12000,15.99,60
1,33953.26,40000,30.65,60
0,6298.59,12000,14.08,36
1,17695.98,20000,24.85,60
0,0,9350,15.59,36
0,5031.14,8500,9.93,36
0,0,8000,12.79,36
0,0,6000,14.49,36
0,2460.31,5000,5.32,36
0,0,17000,9.99,36
0,0,40000,10.99,60
0,0,11375,12.62,36
0,0,32500,23.32,60
0,0,7200,11.49,36
0,15264.8,22900,16.02,36
0,15253.53,30000,17.97,60
0,0,16800,11.39,60
0,7021.33,10000,10.91,36
1,7752.46,9900,12.13,36
0,1435.12,5000,7.24,36
1,1322.56,7500,17.27,36
0,0,19500,8.39,36
0,0,20000,19.03,36
0,0,1000,16.55,36
0,0,5000,5.32,36
0,3666.14,18000,16.99,36
0,4883.09,6500,9.92,36
0,0,3000,14.85,36
0,0,35000,13.98,60
0,0,16000,18.49,36
0,0,29875,19.99,60
1,3625.22,12000,14.65,60
0,0,4800,10.99,36
0,0,35000,16.29,36
0,0,9375,12.29,36
1,7597.79,10000,15.05,60
0,9636.16,12000,10.07,36
0,10220.73,20000,10.42,36
1,10854.4,15000,13.59,60
0,0,5300,9.99,36
0,0,9600,15.31,36
0,0,26600,17.14,36
0,0,10000,9.58,36
